season,team_name,role,name
2008,Green Bay Packers,Strength and conditioning assistant,Mondray Gee
2008,Houston Texans,"Founder, chairman and chief executive officer",Bob McNair
2008,Houston Texans,Vice chairman,D. Cal McNair
2008,Houston Texans,General manager,Rick Smith
2008,Houston Texans,President,Jamey Rootes
2008,Houston Texans,Director of pro personnel,Brian Gardner
2008,Houston Texans,Associate director of pro personnel,Bobby Grier
2008,Houston Texans,Director of college scouting,Dale Strahm
2008,Houston Texans,Coordinator of college scouting,Mike Maccagnan
2008,Houston Texans,Head coach,Gary Kubiak
2008,Houston Texans,Assistant head coach/offense,Alex Gibbs
2008,Houston Texans,Special assistant to the head coach,Bob Karmelowicz
2008,Houston Texans,Offensive coordinator/quarterbacks,Kyle Shanahan
2008,Houston Texans,Running backs,Chick Harris
2008,Houston Texans,Wide receivers,Larry Kirksey
2008,Houston Texans,Tight ends,Brian Pariani
2008,Houston Texans,Offensive line,John Benton
2008,Houston Texans,Assistant offensive line,Frank Pollack
2008,Houston Texans,Offensive assistant,Matt LaFleur
2008,Houston Texans,Offensive assistant,Mike McDaniel
2008,Houston Texans,Defensive coordinator,Richard Smith
2008,Houston Texans,Defensive line,Jethro Franklin
2008,Houston Texans,Linebackers,Johnny Holland
2008,Houston Texans,Defensive backs,Jon Hoke
2008,Houston Texans,Assistant defensive backs,Ray Rhodes
2008,Houston Texans,Senior defensive assistant,Frank Bush
2008,Houston Texans,Defensive assistant,Perry Carter
2008,Houston Texans,Defensive assistant,Robert Saleh
2008,Houston Texans,Special teams,Joe Marciano
2008,Houston Texans,Special teams assistant,Richard Hightower
2008,Houston Texans,Head strength and conditioning,Dan Riley
2008,Houston Texans,Assistant strength and conditioning,Ray Wright
2008,Indianapolis Colts,Owner/CEO,Jim Irsay
2008,Indianapolis Colts,President,Bill Polian
2008,Indianapolis Colts,Senior executive vice president,Pete Ward
2008,Indianapolis Colts,Executive vice president,Bob Terpening
2008,Indianapolis Colts,Vice president of football operations,Chris Polian
2008,Indianapolis Colts,Director of football administration,Steve Champlin
2008,Indianapolis Colts,Director of player personnel,Tom Telesco
2008,Indianapolis Colts,Director of pro player personnel,Clyde Powers
2008,Indianapolis Colts,Head coach,Tony Dungy
2008,Indianapolis Colts,Associate head coach/quarterbacks,Jim Caldwell
2008,Indianapolis Colts,Offensive coordinator,Tom Moore
2008,Indianapolis Colts,Running backs,Gene Huey
2008,Indianapolis Colts,Wide receivers,Clyde Christensen
2008,Indianapolis Colts,Tight ends,Ricky Thomas
2008,Indianapolis Colts,Offensive line,Howard Mudd
2008,Indianapolis Colts,Offensive quality control,Pete Metzelaars
2008,Indianapolis Colts,Defensive coordinator,Ron Meeks
2008,Indianapolis Colts,Defensive line,John Teerlinck
2008,Indianapolis Colts,Linebackers,Mike Murphy
2008,Indianapolis Colts,Defensive backs,Alan Williams
2008,Indianapolis Colts,Special assistant to the defense,Rod Perry
2008,Indianapolis Colts,Defensive assistant,Bill Teerlinck
2008,Indianapolis Colts,Special teams,Russ Purnell
2008,Indianapolis Colts,Strength and conditioning,Jon Torine
2008,Indianapolis Colts,Assistant strength and conditioning,Richard Howell
2008,Kansas City Chiefs,Chairman,Clark Hunt
2008,Kansas City Chiefs,President/General Manager/CEO,Carl Peterson
2008,Kansas City Chiefs,Executive Vice President/COO,Denny Thum
2008,Kansas City Chiefs,Vice president of player personnel,Bill Kuharich
2008,Kansas City Chiefs,Vice president of football operations,Lynn Stiles
2008,Kansas City Chiefs,Director of pro personnel,Ray Farmer
2008,Kansas City Chiefs,Director of college scouting,Chuck Cook
2008,Kansas City Chiefs,Director of salary cap/general counsel,Woodie Dixon
2008,Kansas City Chiefs,Head Coach,Herman Edwards
2008,Kansas City Chiefs,Assistant to the head coach/quarterbacks,Dick Curl
2008,Kansas City Chiefs,Offensive coordinator,Chan Gailey
2008,Kansas City Chiefs,Running backs,Curtis Modkins
2008,Kansas City Chiefs,Wide receivers,Eric Price
2008,Kansas City Chiefs,Tight ends,Jon Embree
2008,Kansas City Chiefs,Offensive line,Bob Bicknell
2008,Kansas City Chiefs,Assistant offensive line,Joe D'Alessandris
2008,Kansas City Chiefs,Offensive assistant/quality control,Kevin Patullo
2008,Kansas City Chiefs,Defensive coordinator/linebackers,Gunther Cunningham
2008,Kansas City Chiefs,Defensive line,Tim Krumrie
2008,Kansas City Chiefs,Defensive backs,David Gibbs
2008,Kansas City Chiefs,Defensive assistant/assistant linebackers,Michael Ketchum
2008,Kansas City Chiefs,Defensive quality control,Daron Roberts
2008,Kansas City Chiefs,Special teams coordinator,Mike Priefer
2008,Kansas City Chiefs,Strength and conditioning,Cedric Smith
2008,Kansas City Chiefs,Assistant strength and conditioning,Brent Salazar
2008,Kansas City Chiefs,Player development,Nate Wainright
2008,Miami Dolphins,Team Owner / Chairman,H. Wayne Huizenga
2008,Miami Dolphins,President/COO,Bryan Wiedmeier
2008,Miami Dolphins,Vice chairman,Don Shula
2008,Miami Dolphins,Executive vice president of football operations,Bill Parcells
2008,Miami Dolphins,General manager,Jeff Ireland
2008,Miami Dolphins,Head coach,Tony Sparano
2008,Miami Dolphins,Assistant head coach/secondary,Todd Bowles
2008,Miami Dolphins,Offensive coordinator,Dan Henning
2008,Miami Dolphins,Quarterbacks,David Lee
2008,Miami Dolphins,Running backs,James Saxon
2008,Miami Dolphins,Wide receivers,Karl Dorrell
2008,Miami Dolphins,Tight ends,George DeLeone
2008,Miami Dolphins,Offensive line,Mike Maser
2008,Miami Dolphins,Offensive quality control,Steve Bush
2008,Miami Dolphins,Defensive coordinator,Paul Pasqualoni
2008,Miami Dolphins,Defensive line,Kacy Rodgers
2008,Miami Dolphins,Inside linebackers,George Edwards
2008,Miami Dolphins,Outside linebackers,Jim Reid
2008,Miami Dolphins,Defensive quality control,David Corrao
2008,Miami Dolphins,Special teams coordinator,John Bonamego
2008,Miami Dolphins,Kicking,Steve Hoffman
2008,Miami Dolphins,Head strength and conditioning,Evan Marcus
2008,Miami Dolphins,Strength and conditioning assistant,David Puloka
2008,Miami Dolphins,February 14,Released linebacker Zach Thomas.
2008,Miami Dolphins,June 6,Released placekicker Dave Rayner.
2008,Minnesota Vikings,Owner/chairman,Zygi Wilf
2008,Minnesota Vikings,Owner/president,Mark Wilf
2008,Minnesota Vikings,Owner/vice chairman,Leonard Wilf
2008,Minnesota Vikings,Vice president of football operations,Rob Brzezinski
2008,Minnesota Vikings,Vice president of player personnel,Rick Spielman
2008,Minnesota Vikings,Director of player personnel,George Paton
2008,Minnesota Vikings,Director of college scouting,Scott Studwell
2008,Minnesota Vikings,Assistant director of college scouting,Jamaal Stephenson
2008,Minnesota Vikings,Head coach,Brad Childress
2008,Minnesota Vikings,Assistant to the head coach,Kevin Stefanski
2008,Minnesota Vikings,Coaches administrative assistant,Todd Nielson
2008,Minnesota Vikings,Offensive coordinator,Darrell Bevell
2008,Minnesota Vikings,Quarterbacks,Kevin Rogers
2008,Minnesota Vikings,Running backs,Eric Bieniemy
2008,Minnesota Vikings,Assistant running backs,Ryan Ficken
2008,Minnesota Vikings,Wide receivers,George Stewart
2008,Minnesota Vikings,Tight ends,Jimmie Johnson
2008,Minnesota Vikings,Offensive line,Pat Morris
2008,Minnesota Vikings,Assistant offensive line,Jim Hueber
2008,Minnesota Vikings,Offensive assistant/defensive assistant,Ryan Silverfield
2008,Minnesota Vikings,Defensive coordinator,Leslie Frazier
2008,Minnesota Vikings,Defensive line,Karl Dunbar
2008,Minnesota Vikings,Assistant defensive line,Brendan Daly
2008,Minnesota Vikings,Linebackers,Fred Pagac
2008,Minnesota Vikings,Defensive backs/secondary,Joe Woods
2008,Minnesota Vikings,Assistant secondary,Derek Mason
2008,Minnesota Vikings,Defensive assistant,Jeff Imamura
2008,Minnesota Vikings,Special teams coordinator,Paul Ferraro
2008,Minnesota Vikings,Assistant special teams,Brian Murphy
2008,Minnesota Vikings,Head athletic trainer/director of sports medicine,Eric Sugarman
2008,Minnesota Vikings,Strength and conditioning,Tom Kanavy
2008,Minnesota Vikings,Assistant strength and conditioning,Juney Barnett
2008,Minnesota Vikings,Assistant strength and conditioning,Martin Streight
2008,Minnesota Vikings,Director of Video,Bob Marcus
2008,Minnesota Vikings,Assistant Director,Steve Hicks
2008,New Orleans Saints,Owner/president,Tom Benson
2008,New Orleans Saints,Owner/executive vice president,Rita Benson LeBlanc
2008,New Orleans Saints,Executive vice president/general manager,Mickey Loomis
2008,New Orleans Saints,Director of football administration,Khai Harley
2008,New Orleans Saints,Director of pro scouting,Ryan Pace
2008,New Orleans Saints,Director of college scouting,Rick Reiprish
2008,New Orleans Saints,Head coach,Sean Payton
2008,New Orleans Saints,Assistant head coach/linebackers,Joe Vitt
2008,New Orleans Saints,Offensive coordinator/offensive line,Doug Marrone
2008,New Orleans Saints,Running backs,Aaron Kromer
2008,New Orleans Saints,Wide receivers,Curtis Johnson
2008,New Orleans Saints,Tight ends,Terry Malone
2008,New Orleans Saints,Offensive assistant,Joe Lombardi
2008,New Orleans Saints,Defensive coordinator,Gary Gibbs
2008,New Orleans Saints,Defensive line,Ed Orgeron
2008,New Orleans Saints,Assistant defensive line,Travis Jones
2008,New Orleans Saints,Secondary,Dennis Allen
2008,New Orleans Saints,Assistant secondary,Tony Oden
2008,New Orleans Saints,Defensive assistant,Joe Alley
2008,New Orleans Saints,Special teams coordinator,Greg McMahon
2008,New Orleans Saints,Assistant special teams,Mike Mallory
2008,New Orleans Saints,Head strength and conditioning,Dan Dalrymple
2008,New Orleans Saints,Assistant strength and conditioning,Adam Bailey
2008,New York Giants,President/CEO,John Mara
2008,New York Giants,Chairman/Executive Vice President,Steve Tisch
2008,New York Giants,Senior vice president/general manager,Jerry Reese
2008,New York Giants,Vice president of player evaluation,Chris Mara
2008,New York Giants,Assistant general manager,Kevin Abrams
2008,New York Giants,Director of pro personnel,David Gettleman
2008,New York Giants,Assistant director of pro personnel,Ken Sternfeld
2008,New York Giants,Director of college scouting,Marc Ross
2008,New York Giants,Head coach,Tom Coughlin
2008,New York Giants,Offensive coordinator,Kevin Gilbride
2008,New York Giants,Quarterbacks,Chris Palmer
2008,New York Giants,Running backs,Jerald Ingram
2008,New York Giants,Wide receivers,Mike Sullivan
2008,New York Giants,Tight ends,Mike Pope
2008,New York Giants,Offensive line,Pat Flaherty
2008,New York Giants,Assistant offensive line,Robert Nickens
2008,New York Giants,Offensive quality control,Sean Ryan
2008,New York Giants,Defensive coordinator,Steve Spagnuolo
2008,New York Giants,Linebackers,Bill Sheridan
2008,New York Giants,Defensive line,Mike Waufle
2008,New York Giants,Defensive backs,Peter Giunta
2008,New York Giants,Secondary/safeties,David Merritt
2008,New York Giants,Defensive quality control,Andre Curtis
2008,New York Giants,Special teams coordinator,Tom Quinn
2008,New York Giants,Assistant special teams,Thomas McGaughey
2008,New York Giants,Strength and conditioning,Jerry Palmieri
2008,New York Giants,Assistant strength and conditioning,Markus Paul
2008,New York Jets,Owner,Woody Johnson
2008,New York Jets,Head coach,Eric Mangini
2008,New York Jets,Assistant head coach/offensive line,Bill Callahan
2008,New York Jets,Offensive coordinator,Brian Schottenheimer
2008,New York Jets,Quarterbacks,Brian Daboll
2008,New York Jets,Running backs,Jimmy Raye
2008,New York Jets,Wide receivers,Noel Mazzone
2008,New York Jets,Assistant offensive line/tight ends,Mike Devlin
2008,New York Jets,Offensive quality control,Brian Smith
2008,New York Jets,Coaching assistant,Dan Shamash
2008,New York Jets,Defensive coordinator,Bob Sutton
2008,New York Jets,Defensive line coach,Dan Quinn
2008,New York Jets,Assistant defensive line,Bryan Cox
2008,New York Jets,Linebackers,Jim Herrmann
2008,New York Jets,Defensive backs,Jerome Henderson
2008,New York Jets,Defensive quality control/Coaches’ Assistant,Andy Dickerson
2008,New York Jets,Special teams coordinator,Mike Westhoff
2008,New York Jets,Special teams coordinator,Kevin O'Dea
2008,New York Jets,Special teams quality control/defensive quality control,Ben Kotwica
2008,New York Jets,Strength and conditioning,Sal Alosi
2008,New York Jets,Assistant strength and conditioning/nutrition coordinator,Rick Lyle
2008,Philadelphia Eagles,Chairman/CEO,Jeffrey Lurie
2008,Philadelphia Eagles,President/coo,Joe Banner
2008,Philadelphia Eagles,General manager,Tom Heckert Jr.
2008,Philadelphia Eagles,Vice president of player personnel,Howie Roseman
2008,Philadelphia Eagles,Director of college scouting,Ryan Grigson
2008,Philadelphia Eagles,Director of pro personnel,Jon Sandusky
2008,Philadelphia Eagles,Head coach,Andy Reid
2008,Philadelphia Eagles,Assistant head coach/offensive coordinator,Marty Mornhinweg
2008,Philadelphia Eagles,Quarterbacks,Pat Shurmur
2008,Philadelphia Eagles,Running backs,Ted Williams
2008,Philadelphia Eagles,Wide receivers,David Culley
2008,Philadelphia Eagles,Tight ends,Tom Melvin
2008,Philadelphia Eagles,Offensive line,Juan Castillo
2008,Philadelphia Eagles,Offensive assistant,Mark Whipple
2008,Philadelphia Eagles,Offensive quality control,James Urban
2008,Philadelphia Eagles,Statistical analysis coordinator,Mike Frazier
2008,Philadelphia Eagles,Coaching assistant,Corey Matthaei
2008,Philadelphia Eagles,Coaching intern,Matt Nagy
2008,Philadelphia Eagles,Defensive coordinator,Jim Johnson
2008,Philadelphia Eagles,Defensive line,Pete Jenkins
2008,Philadelphia Eagles,Linebackers,Bill Shuey
2008,Philadelphia Eagles,Secondary,Sean McDermott
2008,Philadelphia Eagles,Assistant secondary,Otis Smith
2008,Philadelphia Eagles,Defensive quality control,Mike Caldwell
2008,Philadelphia Eagles,Special teams coordinator,Rory Segrest
2008,Philadelphia Eagles,Assistant special teams/offensive assistant,Jeff Nixon
2008,Philadelphia Eagles,Head athletic trainer,Rick Burkholder
2008,Philadelphia Eagles,Head strength and conditioning,Mike Wolf
2008,Philadelphia Eagles,Assistant strength and conditioning,Barry Rubin
2008,Pittsburgh Steelers,Ownership,Rooney family
2008,Pittsburgh Steelers,Chairman,Dan M. Rooney
2008,Pittsburgh Steelers,President,Arthur J. Rooney II
2008,Pittsburgh Steelers,Administration advisor,Chuck Noll
2008,Pittsburgh Steelers,Administrative assistant,Diane Lowe
2008,Pittsburgh Steelers,Administrative assistant,Janet Rusnak
2008,Pittsburgh Steelers,Director of business,Mark Hart
2008,Pittsburgh Steelers,Controller,Bob Tyler
2008,Pittsburgh Steelers,Business administration,Dan Ferens
2008,Pittsburgh Steelers,Human relations/office coordinator,Geraldine Glenn
2008,Pittsburgh Steelers,Business & football administration coordinator,Omar Khan
2008,Pittsburgh Steelers,Assistant controller,Jodie Spagnolli
2008,Pittsburgh Steelers,Administrative assistant,Rebecca Mihalcik
2008,Pittsburgh Steelers,Administrative assistant,Kelly Serafin
2008,Pittsburgh Steelers,Administrative assistant,Barbara Snyder
2008,Pittsburgh Steelers,Communications coordinator,Dave Lockett
2008,Pittsburgh Steelers,Public relations/media manager,Burt Lauten
2008,Pittsburgh Steelers,Administrative assistant,Emily Scerba
2008,Pittsburgh Steelers,Intern,Jason Seidling
2008,Pittsburgh Steelers,Community relations manager,Michele Rosenthal
2008,Pittsburgh Steelers,Administrative assistant,Stacie Lawrence
2008,Pittsburgh Steelers,Team photographer,Mike Fabus
2008,Pittsburgh Steelers,Photography intern,Danielle Hudak
2008,Pittsburgh Steelers,Information technology manager,Scott Phelps
2008,Pittsburgh Steelers,IT/Network Support Technician,Jon Pugliano
2008,Pittsburgh Steelers,Editor,Bob Labriola
2008,Pittsburgh Steelers,Assistant editor/website,Teresa Varley
2008,Pittsburgh Steelers,Director of football operations,Kevin Colbert
2008,Pittsburgh Steelers,Pro personnel coordinator,Doug Whaley
2008,Pittsburgh Steelers,College scouting coordinator,Ron Hughes
2008,Pittsburgh Steelers,Special assistant/pro and college personnel,Joe Greene
2008,Pittsburgh Steelers,Pro/college scout,Phil Kreidler
2008,Pittsburgh Steelers,College scout,Mark Gorscak
2008,Pittsburgh Steelers,College scout,Kelvin Fisher
2008,Pittsburgh Steelers,College scout,Bruce McNorton
2008,Pittsburgh Steelers,College scout,Dan Rooney
2008,Pittsburgh Steelers,BLESTO Scout,David Petett
2008,Pittsburgh Steelers,College personnel,Bill Nunn
2008,Pittsburgh Steelers,Administrative assistant,Maureen Mannion
2008,Pittsburgh Steelers,Administrative assistant,Karen Mercalde
2008,Pittsburgh Steelers,Intern,Luke Palko
2008,Pittsburgh Steelers,Head coach,Mike Tomlin
2008,Pittsburgh Steelers,Assistant head coach/defensive line,John Mitchell
2008,Pittsburgh Steelers,Offensive coordinator,Bruce Arians
2008,Pittsburgh Steelers,Quarterbacks,Ken Anderson
